30	93.47
50	91.238
70	86.339
90	88.741
110	97.131
130	94.402
150	101.69
170	143.72
190	215.87
230	253.16
250	251.03
270	241.86
290	222.78
310	273.29
330	258.66
350	254.92
370	266.67
390	273.89
410	262.67
430	200.77
450	231.04
470	220.84
490	228.26
510	222.5
530	225.28
550	234.89
570	228.52
590	160.52
610	140.86
630	137.16
650	126.79
670	120.34
730	96.099
790	88.243
850	79.201
910	69.036
970	63.825
990	63.892
1010	61.677
